-181.793, 79.093, 1.526,  1.765
-181.735, 79.093, 1.485,  1.798
-181.678, 79.095, 1.463,  1.831
-181.620, 79.095, 1.539,  1.864
-181.561, 79.090, 1.637,  1.897
-181.502, 79.081, 1.714,  1.930
-181.444, 79.070, 1.688,  1.963
-181.387, 79.063, 1.629,  1.996
-181.331, 79.054, 1.634,  2.029
-181.276, 79.042, 1.640,  2.062
-181.224, 79.026, 1.626,  2.095
-181.174, 79.007, 1.593,  2.128
-181.127, 78.985, 1.551,  2.161
-181.082, 78.962, 1.512,  2.194
-181.039, 78.937, 1.472,  2.227
-180.998, 78.911, 1.437,  2.260
-180.959, 78.884, 1.410,  2.293
-180.922, 78.854, 1.392,  2.326
-180.886, 78.823, 1.384,  2.359
-180.852, 78.789, 1.383,  2.392
-180.819, 78.753, 1.388,  2.425
-180.787, 78.713, 1.394,  2.458
-180.758, 78.671, 1.396,  2.491
-180.731, 78.625, 1.387,  2.524
-180.707, 78.577, 1.411,  2.557
-180.683, 78.525, 1.455,  2.590
-180.660, 78.472, 1.503,  2.623
-180.634, 78.416, 1.634,  2.656
-180.607, 78.359, 1.676,  2.689
-180.578, 78.301, 1.768,  2.722
-180.545, 78.245, 1.851,  2.755
-180.512, 78.189, 1.821,  2.788
-180.483, 78.134, 1.742,  2.821
-180.454, 78.081, 1.752,  2.854
-180.421, 78.029, 1.772,  2.887
-180.389, 77.979, 1.727,  2.920
-180.361, 77.929, 1.659,  2.953
-180.336, 77.880, 1.586,  2.986
-180.314, 77.830, 1.515,  3.019
-180.296, 77.780, 1.452,  3.052
-180.282, 77.730, 1.401,  3.085
-180.271, 77.679, 1.372,  3.118
-180.262, 77.627, 1.371,  3.151
-180.256, 77.573, 1.411,  3.184
-180.250, 77.516, 1.479,  3.217
-180.246, 77.455, 1.556,  3.250
-180.244, 77.391, 1.626,  3.283
-180.243, 77.325, 1.681,  3.316
-180.244, 77.258, 1.721,  3.349
-180.246, 77.190, 1.745,  3.382
-180.251, 77.121, 1.757,  3.415
-180.258, 77.052, 1.759,  3.448
-180.267, 76.984, 1.756,  3.481
-180.278, 76.917, 1.748,  3.514
-180.291, 76.850, 1.739,  3.547
-180.305, 76.784, 1.730,  3.580
-180.322, 76.718, 1.723,  3.613
-180.340, 76.653, 1.717,  3.646
-180.360, 76.589, 1.715,  3.679
-180.382, 76.526, 1.715,  3.712
-180.406, 76.463, 1.718,  3.745
-180.432, 76.400, 1.724,  3.778
-180.459, 76.338, 1.732,  3.811
-180.488, 76.276, 1.742,  3.844
-180.520, 76.215, 1.753,  3.877
-180.553, 76.154, 1.764,  3.910
-180.588, 76.094, 1.775,  3.943
-180.625, 76.035, 1.785,  3.976
-180.664, 75.976, 1.794,  4.009
-180.704, 75.918, 1.802,  4.042
-180.746, 75.861, 1.827,  4.075
-180.789, 75.803, 1.872,  4.108
-180.832, 75.744, 1.928,  4.141
-180.874, 75.684, 1.988,  4.174
-180.914, 75.623, 2.042,  4.207
-180.952, 75.560, 2.076,  4.240
-180.986, 75.496, 2.085,  4.273
-181.016, 75.432, 2.069,  4.306
-181.041, 75.368, 2.036,  4.339
-181.062, 75.305, 1.990,  4.372
-181.083, 75.244, 1.931,  4.405
-181.106, 75.185, 1.871,  4.438
-181.131, 75.129, 1.818,  4.471
-181.157, 75.075, 1.776,  4.504
-181.186, 75.022, 1.746,  4.537
-181.214, 74.969, 1.789,  4.570
-181.239, 74.912, 1.853,  4.603
-181.260, 74.852, 1.908,  4.636
-181.277, 74.789, 1.943,  4.669
-181.291, 74.724, 1.964,  4.702
-181.302, 74.659, 1.968,  4.735
-181.310, 74.593, 1.957,  4.768
-181.314, 74.528, 1.935,  4.801
-181.315, 74.462, 1.906,  4.834
-181.312, 74.398, 1.874,  4.867
-181.307, 74.333, 1.872,  4.900
-181.301, 74.267, 1.909,  4.933
-181.298, 74.199, 1.991,  4.966
-181.299, 74.130, 2.070,  4.999
-181.305, 74.059, 2.120,  5.032
-181.311, 73.988, 2.128,  5.065
-181.314, 73.917, 2.106,  5.098
-181.315, 73.847, 2.069,  5.131
-181.312, 73.779, 2.023,  5.164
-181.308, 73.711, 2.004,  5.197
-181.305, 73.643, 2.005,  5.230
-181.302, 73.575, 2.016,  5.263
-181.300, 73.507, 2.033,  5.296
-181.298, 73.438, 2.053,  5.329
-181.297, 73.369, 2.073,  5.362
-181.297, 73.299, 2.091,  5.395
-181.297, 73.228, 2.105,  5.428
-181.301, 73.158, 2.119,  5.461
-181.309, 73.088, 2.114,  5.494
-181.316, 73.017, 2.120,  5.527
-181.320, 72.947, 2.120,  5.560
-181.321, 72.876, 2.112,  5.593
-181.320, 72.806, 2.106,  5.626
-181.319, 72.735, 2.113,  5.659
-181.319, 72.664, 2.124,  5.692
-181.318, 72.593, 2.137,  5.725
-181.318, 72.521, 2.151,  5.758
-181.319, 72.449, 2.164,  5.791
-181.319, 72.376, 2.176,  5.824
-181.320, 72.303, 2.186,  5.857
-181.321, 72.230, 2.193,  5.890
-181.322, 72.157, 2.199,  5.923
-181.326, 72.084, 2.202,  5.956
-181.328, 72.010, 2.205,  5.989
-181.329, 71.937, 2.209,  6.022
-181.329, 71.863, 2.215,  6.055
-181.330, 71.789, 2.221,  6.088
-181.331, 71.715, 2.229,  6.121
-181.331, 71.640, 2.237,  6.154
-181.332, 71.565, 2.245,  6.187
-181.333, 71.490, 2.254,  6.220
-181.334, 71.415, 2.262,  6.253
-181.335, 71.339, 2.271,  6.286
-181.336, 71.263, 2.278,  6.319
-181.337, 71.187, 2.286,  6.352
-181.341, 71.111, 2.288,  6.385
-181.344, 71.034, 2.296,  6.418
-181.348, 70.958, 2.300,  6.451
-181.356, 70.882, 2.299,  6.484
-181.362, 70.805, 2.314,  6.517
-181.362, 70.727, 2.316,  6.550
-181.360, 70.650, 2.324,  6.583
-181.358, 70.572, 2.339,  6.616
-181.357, 70.494, 2.353,  6.649
-181.356, 70.415, 2.366,  6.682
-181.355, 70.335, 2.377,  6.715
-181.354, 70.256, 2.386,  6.748
-181.354, 70.176, 2.392,  6.781
-181.357, 70.097, 2.392,  6.814
-181.363, 70.017, 2.394,  6.847
-181.368, 69.937, 2.400,  6.880
-181.374, 69.857, 2.407,  6.913
-181.376, 69.777, 2.415,  6.946
-181.375, 69.696, 2.417,  6.979
-181.372, 69.615, 2.426,  7.012
-181.370, 69.534, 2.439,  7.045
-181.368, 69.452, 2.453,  7.078
-181.366, 69.370, 2.465,  7.111
-181.365, 69.288, 2.476,  7.144
-181.365, 69.205, 2.485,  7.177
-181.364, 69.122, 2.492,  7.210
-181.366, 69.039, 2.496,  7.243
-181.369, 68.955, 2.502,  7.276
-181.368, 68.872, 2.506,  7.309
-181.368, 68.788, 2.514,  7.342
-181.367, 68.704, 2.522,  7.375
-181.367, 68.620, 2.531,  7.408
-181.366, 68.535, 2.540,  7.441
-181.366, 68.450, 2.549,  7.474
-181.366, 68.365, 2.558,  7.507
-181.366, 68.280, 2.567,  7.540
-181.366, 68.194, 2.576,  7.573
-181.367, 68.108, 2.584,  7.606
-181.367, 68.021, 2.593,  7.639
-181.367, 67.935, 2.601,  7.672
-181.368, 67.848, 2.608,  7.705
-181.368, 67.761, 2.616,  7.738
-181.368, 67.673, 2.625,  7.771
-181.368, 67.586, 2.633,  7.804
-181.369, 67.498, 2.642,  7.837
-181.369, 67.409, 2.651,  7.870
-181.369, 67.321, 2.659,  7.903
-181.369, 67.232, 2.668,  7.936
-181.369, 67.143, 2.677,  7.969
-181.370, 67.053, 2.686,  8.002
-181.370, 66.964, 2.694,  8.035
-181.371, 66.874, 2.703,  8.068
-181.372, 66.783, 2.711,  8.101
-181.372, 66.693, 2.720,  8.134
-181.372, 66.602, 2.729,  8.167
-181.372, 66.511, 2.738,  8.200
-181.372, 66.419, 2.747,  8.233
-181.372, 66.327, 2.756,  8.266
-181.372, 66.235, 2.765,  8.299
-181.372, 66.143, 2.774,  8.332
-181.373, 66.050, 2.783,  8.365
-181.373, 65.957, 2.792,  8.398
-181.373, 65.864, 2.801,  8.431
-181.373, 65.770, 2.810,  8.464
-181.373, 65.676, 2.819,  8.497
-181.374, 65.582, 2.829,  8.530
-181.374, 65.487, 2.838,  8.563
-181.374, 65.393, 2.847,  8.596
-181.374, 65.298, 2.856,  8.629
-181.374, 65.202, 2.866,  8.662
-181.374, 65.106, 2.875,  8.695
-181.375, 65.010, 2.885,  8.728
-181.375, 64.914, 2.894,  8.761
-181.375, 64.817, 2.903,  8.794
-181.375, 64.720, 2.913,  8.827
-181.376, 64.623, 2.922,  8.860
-181.376, 64.525, 2.932,  8.893
-181.376, 64.427, 2.941,  8.926
-181.376, 64.329, 2.951,  8.959
-181.376, 64.230, 2.960,  8.992
-181.376, 64.131, 2.970,  9.025
-181.377, 64.032, 2.980,  9.058
-181.377, 63.933, 2.990,  9.091
-181.377, 63.833, 2.999,  9.124
-181.377, 63.732, 3.009,  9.157
-181.378, 63.632, 3.019,  9.190
-181.378, 63.531, 3.029,  9.223
-181.378, 63.430, 3.039,  9.256
-181.378, 63.328, 3.048,  9.289
-181.378, 63.226, 3.058,  9.322
-181.378, 63.124, 3.068,  9.355
-181.378, 63.022, 3.078,  9.388
-181.379, 62.919, 3.089,  9.421
-181.379, 62.816, 3.099,  9.454
-181.379, 62.712, 3.109,  9.487
-181.379, 62.608, 3.119,  9.520
-181.379, 62.504, 3.129,  9.553
-181.379, 62.399, 3.140,  9.586
-181.380, 62.294, 3.150,  9.619
-181.380, 62.189, 3.160,  9.652
-181.380, 62.084, 3.170,  9.685
-181.380, 61.978, 3.181,  9.718
-181.380, 61.871, 3.191,  9.751
-181.380, 61.765, 3.201,  9.784
-181.381, 61.658, 3.212,  9.817
-181.381, 61.550, 3.222,  9.850
-181.381, 61.443, 3.233,  9.883
-181.381, 61.335, 3.243,  9.916
-181.381, 61.226, 3.254,  9.949
-181.381, 61.118, 3.265,  9.982
-181.382, 61.008, 3.275, 10.015
-181.382, 60.899, 3.286, 10.048
-181.382, 60.789, 3.297, 10.081
-181.382, 60.679, 3.308, 10.114
-181.382, 60.568, 3.319, 10.147
-181.382, 60.458, 3.330, 10.180
-181.382, 60.346, 3.340, 10.213
-181.383, 60.235, 3.351, 10.246
-181.383, 60.123, 3.362, 10.279
-181.383, 60.010, 3.373, 10.312
-181.383, 59.898, 3.384, 10.345
-181.383, 59.785, 3.395, 10.378
-181.383, 59.671, 3.406, 10.411
-181.384, 59.557, 3.417, 10.444
-181.384, 59.443, 3.428, 10.477
-181.384, 59.329, 3.440, 10.510
-181.384, 59.214, 3.451, 10.543
-181.384, 59.098, 3.462, 10.576
-181.384, 58.983, 3.474, 10.609
-181.385, 58.867, 3.485, 10.642
-181.385, 58.750, 3.496, 10.675
-181.385, 58.633, 3.508, 10.708
-181.385, 58.516, 3.519, 10.741
-181.385, 58.398, 3.531, 10.774
-181.385, 58.280, 3.543, 10.807
-181.385, 58.162, 3.554, 10.840
-181.385, 58.043, 3.566, 10.873
-181.386, 57.924, 3.577, 10.906
-181.386, 57.805, 3.589, 10.939
-181.386, 57.685, 3.601, 10.972
-181.386, 57.564, 3.613, 11.005
-181.386, 57.444, 3.625, 11.038
-181.386, 57.322, 3.637, 11.071
-181.386, 57.201, 3.649, 11.104
-181.387, 57.079, 3.661, 11.137
-181.387, 56.957, 3.673, 11.170
-181.387, 56.834, 3.684, 11.203
-181.387, 56.711, 3.696, 11.236
-181.387, 56.587, 3.708, 11.269
-181.387, 56.463, 3.720, 11.302
-181.387, 56.339, 3.733, 11.335
-181.387, 56.214, 3.745, 11.368
-181.388, 56.089, 3.757, 11.401
-181.388, 55.964, 3.770, 11.434
-181.388, 55.838, 3.782, 11.467
-181.388, 55.711, 3.795, 11.500
-181.388, 55.585, 3.807, 11.533
-181.388, 55.457, 3.820, 11.566
-181.388, 55.330, 3.832, 11.599
-181.388, 55.202, 3.845, 11.632
-181.389, 55.073, 3.857, 11.665
-181.389, 54.944, 3.870, 11.698
-181.389, 54.815, 3.882, 11.731
-181.389, 54.685, 3.895, 11.764
-181.389, 54.555, 3.908, 11.797
-181.389, 54.424, 3.920, 11.830
-181.389, 54.293, 3.933, 11.863
-181.389, 54.162, 3.946, 11.896
-181.390, 54.030, 3.959, 11.929
-181.390, 53.898, 3.972, 11.962
-181.390, 53.765, 3.985, 11.995
-181.390, 53.632, 3.998, 12.028
-181.390, 53.498, 4.011, 12.061
-181.390, 53.364, 4.024, 12.094
-181.390, 53.230, 4.037, 12.127
-181.390, 53.095, 4.050, 12.160
-181.390, 52.960, 4.063, 12.193
-181.391, 52.824, 4.076, 12.226
-181.391, 52.688, 4.089, 12.259
-181.391, 52.551, 4.103, 12.292
-181.391, 52.414, 4.116, 12.325
-181.391, 52.277, 4.129, 12.358
-181.391, 52.139, 4.143, 12.391
-181.391, 52.000, 4.156, 12.424
-181.391, 51.861, 4.170, 12.457
-181.391, 51.722, 4.183, 12.490
-181.391, 51.582, 4.197, 12.523
-181.391, 51.442, 4.210, 12.556
-181.391, 51.301, 4.224, 12.589
-181.392, 51.160, 4.238, 12.622
-181.392, 51.018, 4.252, 12.655
-181.392, 50.876, 4.266, 12.688
-181.392, 50.734, 4.280, 12.721
-181.392, 50.591, 4.294, 12.754
-181.392, 50.447, 4.308, 12.787
-181.392, 50.303, 4.322, 12.820
-181.392, 50.159, 4.336, 12.853
-181.392, 50.014, 4.350, 12.886
-181.392, 49.869, 4.364, 12.919
-181.392, 49.723, 4.378, 12.952
-181.392, 49.577, 4.392, 12.985
-181.393, 49.430, 4.407, 13.018
-181.393, 49.283, 4.421, 13.051
-181.393, 49.135, 4.436, 13.084
-181.393, 48.987, 4.450, 13.117
-181.393, 48.838, 4.465, 13.150
-181.393, 48.689, 4.479, 13.183
-181.393, 48.539, 4.494, 13.216
-181.393, 48.389, 4.508, 13.249
-181.393, 48.238, 4.522, 13.282
-181.393, 48.087, 4.537, 13.315
-181.393, 47.936, 4.552, 13.348
-181.393, 47.783, 4.567, 13.381
-181.393, 47.631, 4.582, 13.414
-181.393, 47.478, 4.597, 13.447
-181.393, 47.324, 4.612, 13.480
-181.393, 47.170, 4.627, 13.513
-181.393, 47.015, 4.642, 13.546
-181.393, 46.860, 4.658, 13.579
-181.393, 46.705, 4.673, 13.612
-181.394, 46.548, 4.688, 13.645
-181.394, 46.392, 4.703, 13.678
-181.394, 46.235, 4.718, 13.711
-181.394, 46.077, 4.734, 13.744
-181.394, 45.919, 4.749, 13.777
-181.394, 45.760, 4.765, 13.810
-181.394, 45.601, 4.780, 13.843
-181.394, 45.441, 4.796, 13.876
-181.394, 45.281, 4.812, 13.909
-181.394, 45.120, 4.828, 13.942
-181.394, 44.959, 4.843, 13.975
-181.394, 44.797, 4.859, 14.008
-181.394, 44.634, 4.875, 14.041
-181.394, 44.472, 4.891, 14.074
-181.394, 44.308, 4.906, 14.107
-181.394, 44.144, 4.922, 14.140
-181.394, 43.980, 4.938, 14.173
-181.394, 43.815, 4.954, 14.206
-181.394, 43.649, 4.971, 14.239
-181.394, 43.483, 4.987, 14.272
-181.394, 43.316, 5.003, 14.305
-181.394, 43.149, 5.020, 14.338
-181.394, 42.981, 5.036, 14.371
-181.394, 42.813, 5.053, 14.404
-181.394, 42.644, 5.069, 14.437
-181.394, 42.475, 5.085, 14.470
-181.394, 42.305, 5.101, 14.503
-181.394, 42.135, 5.111, 14.536
-181.394, 41.964, 5.109, 14.569
-181.394, 41.795, 5.094, 14.602
-181.394, 41.625, 5.083, 14.635
-181.394, 41.456, 5.079, 14.668
-181.394, 41.287, 5.084, 14.701
-181.394, 41.117, 5.099, 14.734
-181.394, 40.946, 5.125, 14.767
-181.394, 40.775, 5.161, 14.800
-181.394, 40.601, 5.205, 14.833
-181.394, 40.426, 5.254, 14.866
-181.394, 40.249, 5.305, 14.899
-181.394, 40.071, 5.354, 14.932
-181.394, 39.891, 5.396, 14.965
-181.393, 39.710, 5.430, 14.998
-181.393, 39.529, 5.454, 15.031
-181.393, 39.346, 5.468, 15.064
-181.393, 39.164, 5.475, 15.097
-181.393, 38.982, 5.475, 15.130
-181.393, 38.800, 5.472, 15.163
-181.393, 38.617, 5.467, 15.196
-181.393, 38.436, 5.462, 15.229
-181.393, 38.254, 5.459, 15.262
-181.393, 38.072, 5.461, 15.295
-181.393, 37.890, 5.468, 15.328
-181.393, 37.707, 5.482, 15.361
-181.393, 37.524, 5.502, 15.394
-181.393, 37.340, 5.528, 15.427
-181.393, 37.155, 5.560, 15.460
-181.393, 36.968, 5.596, 15.493
-181.392, 36.780, 5.633, 15.526
-181.392, 36.591, 5.671, 15.559
-181.392, 36.401, 5.706, 15.592
-181.392, 36.210, 5.737, 15.625
-181.392, 36.018, 5.763, 15.658
-181.392, 35.825, 5.783, 15.691
-181.392, 35.632, 5.797, 15.724
-181.392, 35.439, 5.807, 15.757
-181.392, 35.245, 5.814, 15.790
-181.391, 35.051, 5.819, 15.823
-181.391, 34.857, 5.824, 15.856
-181.391, 34.663, 5.830, 15.889
-181.391, 34.469, 5.839, 15.922
-181.391, 34.274, 5.851, 15.955
-181.391, 34.078, 5.867, 15.988
-181.391, 33.882, 5.887, 16.021
-181.391, 33.685, 5.912, 16.054
-181.391, 33.487, 5.939, 16.087
-181.390, 33.288, 5.969, 16.120
-181.390, 33.088, 6.001, 16.153
-181.390, 32.887, 6.032, 16.186
-181.390, 32.685, 6.062, 16.219
-181.390, 32.483, 6.089, 16.252
-181.390, 32.279, 6.113, 16.285
-181.389, 32.075, 6.133, 16.318
-181.389, 31.870, 6.150, 16.351
-181.389, 31.664, 6.164, 16.384
-181.389, 31.459, 6.176, 16.417
-181.389, 31.252, 6.187, 16.450
-181.389, 31.046, 6.199, 16.483
-181.388, 30.839, 6.211, 16.516
-181.388, 30.632, 6.226, 16.549
-181.388, 30.424, 6.243, 16.582
-181.388, 30.215, 6.263, 16.615
-181.388, 30.006, 6.287, 16.648
-181.387, 29.795, 6.312, 16.681
-181.387, 29.584, 6.340, 16.714
-181.387, 29.372, 6.368, 16.747
-181.387, 29.159, 6.397, 16.780
-181.387, 28.945, 6.424, 16.813
-181.386, 28.730, 6.451, 16.846
-181.386, 28.514, 6.474, 16.879
-181.386, 28.298, 6.496, 16.912
-181.386, 28.081, 6.515, 16.945
-181.385, 27.863, 6.531, 16.978
-181.385, 27.645, 6.547, 17.011
-181.385, 27.426, 6.562, 17.044
-181.385, 27.207, 6.578, 17.077
-181.385, 26.987, 6.595, 17.110
-181.384, 26.767, 6.613, 17.143
-181.384, 26.546, 6.634, 17.176
-181.384, 26.324, 6.656, 17.209
-181.383, 26.102, 6.681, 17.242
-181.383, 25.878, 6.708, 17.275
-181.383, 25.654, 6.736, 17.308
-181.383, 25.428, 6.764, 17.341
-181.382, 25.202, 6.791, 17.374
-181.382, 24.975, 6.816, 17.407
-181.382, 24.747, 6.840, 17.440
-181.382, 24.519, 6.862, 17.473
-181.381, 24.289, 6.882, 17.506
-181.381, 24.059, 6.901, 17.539
-181.381, 23.829, 6.920, 17.572
-181.380, 23.598, 6.938, 17.605
-181.380, 23.366, 6.956, 17.638
-181.380, 23.134, 6.976, 17.671
-181.379, 22.900, 6.997, 17.704
-181.379, 22.667, 7.020, 17.737
-181.379, 22.432, 7.045, 17.770
-181.378, 22.196, 7.070, 17.803
-181.378, 21.960, 7.097, 17.836
-181.378, 21.723, 7.124, 17.869
-181.377, 21.484, 7.151, 17.902
-181.377, 21.245, 7.178, 17.935
-181.377, 21.005, 7.203, 17.968
-181.376, 20.765, 7.228, 18.001
-181.376, 20.523, 7.251, 18.034
-181.375, 20.281, 7.273, 18.067
-181.375, 20.038, 7.295, 18.100
-181.375, 19.794, 7.316, 18.133
-181.374, 19.550, 7.337, 18.166
-181.374, 19.305, 7.359, 18.199
-181.373, 19.059, 7.381, 18.232
-181.373, 18.812, 7.404, 18.265
-181.373, 18.565, 7.429, 18.298
-181.372, 18.316, 7.454, 18.331
-181.372, 18.067, 7.480, 18.364
-181.371, 17.817, 7.507, 18.397
-181.371, 17.566, 7.534, 18.430
-181.371, 17.314, 7.560, 18.463
-181.370, 17.062, 7.587, 18.496
-181.370, 16.808, 7.613, 18.529
-181.369, 16.554, 7.638, 18.562
-181.369, 16.298, 7.663, 18.595
-181.368, 16.042, 7.687, 18.628
-181.368, 15.785, 7.711, 18.661
-181.367, 15.528, 7.734, 18.694
-181.367, 15.269, 7.758, 18.727
-181.366, 15.010, 7.782, 18.760
-181.366, 14.750, 7.807, 18.793
-181.365, 14.489, 7.832, 18.826
-181.365, 14.228, 7.858, 18.859
-181.364, 13.965, 7.884, 18.892
-181.364, 13.702, 7.911, 18.925
-181.363, 13.437, 7.939, 18.958
-181.363, 13.172, 7.966, 18.991
-181.362, 12.906, 7.993, 19.024
-181.362, 12.638, 8.021, 19.057
-181.361, 12.370, 8.048, 19.090
-181.361, 12.101, 8.075, 19.123
-181.360, 11.832, 8.101, 19.156
-181.360, 11.561, 8.127, 19.189
-181.359, 11.289, 8.153, 19.222
-181.358, 11.017, 8.179, 19.255
-181.358, 10.744, 8.206, 19.288
-181.357, 10.469, 8.232, 19.321
-181.357, 10.194, 8.258, 19.354
-181.356, 9.918, 8.285, 19.387
-181.355, 9.642, 8.312, 19.420
-181.355, 9.364, 8.340, 19.453
-181.354, 9.085, 8.368, 19.486
-181.354, 8.805, 8.396, 19.519
-181.353, 8.525, 8.424, 19.552
-181.352, 8.243, 8.453, 19.585
-181.352, 7.961, 8.481, 19.618
-181.351, 7.677, 8.510, 19.651
-181.350, 7.393, 8.538, 19.684
-181.350, 7.108, 8.566, 19.717
-181.349, 6.821, 8.594, 19.750
-181.348, 6.534, 8.622, 19.783
-181.348, 6.246, 8.650, 19.816
-181.347, 5.957, 8.679, 19.849
-181.346, 5.667, 8.707, 19.882
-181.345, 5.376, 8.735, 19.915
-181.345, 5.084, 8.764, 19.948
-181.344, 4.791, 8.793, 19.981
-181.343, 4.498, 8.822, 20.014
-181.343, 4.203, 8.851, 20.047
-181.342, 3.907, 8.880, 20.080
-181.341, 3.610, 8.910, 20.113
-181.340, 3.312, 8.940, 20.146
-181.340, 3.014, 8.969, 20.179
-181.339, 2.714, 8.999, 20.212
-181.338, 2.413, 9.029, 20.245
-181.337, 2.112, 9.059, 20.278
-181.336, 1.809, 9.089, 20.311
-181.336, 1.505, 9.119, 20.344
-181.335, 1.200, 9.149, 20.377
-181.334, 0.895, 9.179, 20.410
-181.333, 0.588, 9.209, 20.443
-181.332, 0.280, 9.240, 20.476
-181.331, -0.029, 9.270, 20.509
-181.331, -0.338, 9.301, 20.542
-181.330, -0.649, 9.331, 20.575
-181.329, -0.961, 9.362, 20.608
-181.328, -1.274, 9.393, 20.641
-181.327, -1.588, 9.424, 20.674
-181.326, -1.903, 9.456, 20.707
-181.325, -2.219, 9.487, 20.740
-181.324, -2.536, 9.518, 20.773
-181.323, -2.854, 9.550, 20.806
-181.323, -3.173, 9.582, 20.839
-181.322, -3.493, 9.613, 20.872
-181.321, -3.814, 9.645, 20.905
-181.320, -4.137, 9.677, 20.938
-181.319, -4.460, 9.709, 20.971
-181.318, -4.785, 9.741, 21.004
-181.317, -5.110, 9.773, 21.037
-181.316, -5.437, 9.805, 21.070
-181.315, -5.764, 9.838, 21.103
-181.314, -6.093, 9.870, 21.136
-181.313, -6.423, 9.903, 21.169
-181.312, -6.754, 9.935, 21.202
-181.311, -7.086, 9.968, 21.235
-181.310, -7.419, 10.002, 21.268
-181.309, -7.753, 10.035, 21.301
-181.308, -8.089, 10.068, 21.334
-181.307, -8.425, 10.101, 21.367
-181.305, -8.763, 10.135, 21.400
-181.304, -9.101, 10.168, 21.433
-181.303, -9.441, 10.202, 21.466
-181.302, -9.782, 10.236, 21.499
-181.301, -10.124, 10.270, 21.532
-181.300, -10.467, 10.304, 21.565
-181.299, -10.811, 10.338, 21.598
-181.298, -11.157, 10.372, 21.631
-181.296, -11.504, 10.406, 21.664
-181.295, -11.851, 10.441, 21.697
-181.294, -12.200, 10.475, 21.730
-181.293, -12.550, 10.510, 21.763
-181.292, -12.901, 10.544, 21.796
-181.290, -13.254, 10.579, 21.829
-181.289, -13.607, 10.614, 21.862
-181.288, -13.962, 10.650, 21.895
-181.287, -14.318, 10.685, 21.928
-181.285, -14.675, 10.721, 21.961
-181.284, -15.033, 10.756, 21.994
-181.283, -15.393, 10.792, 22.027
-181.282, -15.753, 10.828, 22.060
-181.280, -16.115, 10.864, 22.093
-181.279, -16.478, 10.900, 22.126
-181.278, -16.843, 10.936, 22.159
-181.276, -17.208, 10.972, 22.192
-181.275, -17.575, 11.009, 22.225
-181.274, -17.943, 11.045, 22.258
-181.272, -18.312, 11.081, 22.291
-181.271, -18.682, 11.118, 22.324
-181.270, -19.053, 11.154, 22.357
-181.268, -19.426, 11.191, 22.390
-181.267, -19.800, 11.228, 22.423
-181.265, -20.175, 11.265, 22.456
-181.264, -20.552, 11.303, 22.489
-181.262, -20.929, 11.340, 22.522
-181.261, -21.308, 11.378, 22.555
-181.260, -21.689, 11.416, 22.588
-181.258, -22.070, 11.455, 22.621
-181.257, -22.453, 11.493, 22.654
-181.255, -22.837, 11.531, 22.687
-181.254, -23.222, 11.570, 22.720
-181.252, -23.609, 11.608, 22.753
-181.250, -23.997, 11.647, 22.786
-181.249, -24.386, 11.686, 22.819
-181.247, -24.777, 11.724, 22.852
-181.246, -25.169, 11.763, 22.885
-181.244, -25.562, 11.802, 22.918
-181.243, -25.956, 11.841, 22.951
-181.241, -26.352, 11.881, 22.984
-181.239, -26.749, 11.920, 23.017
-181.238, -27.147, 11.960, 23.050
